3/8/12,,0,,,,,,,,,dmh136,536
3/9/12,,2,,,,,,,,,dmh137,537
3/10/12,,0,,,,,,,,,dmh138,538
3/11/12,,6,,,,,,,,,dmh139,539
3/12/12,,1,,,,,,,,,dmh14,540
3/13/12,,1,,,,,,,,,dmh140,541
3/14/12,,8,,,,,,,,,dmh141,542
3/15/12,,24,,,,,,,,,dmh142,543
3/16/12,,2,,,,,,,,,dmh143,544
3/17/12,,2,,,,,,,,,dmh144,545
3/18/12,,0,,,,,,,,,dmh145,546
3/19/12,,0,,,,,,,,,dmh146,547
3/20/12,,0,,,,,,,,,dmh147,548
3/21/12,,3,,,,,,,,,dmh149,549
3/22/12,,0,,,,,,,,,dmh15,550
3/23/12,,1,,,,,,,,,dmh16,551
3/24/12,,2,,,,,,,,,dmh17,552
3/25/12,,6,,,,,,,,,dmh19,553
3/26/12,,2,,,,,,,,,dmh2,554
3/27/12,,1,,,,,,,,,dmh26,555
3/28/12,,1,,,,,,,,,dmh27,556
3/29/12,,4,,,,,,,,,dmh28,557
3/30/12,,0,,,,,,,,,dmh3,558
3/31/12,,0,,,,,,,,,dmh30,559
4/1/12,,1,,,,,,,,,dmh31,560
4/2/12,,3,,,,,,,,,dmh33,561
4/3/12,,3,,,,,,,,,dmh34,562
4/4/12,,3,,,,,,,,,dmh35,563
4/5/12,,1,,,,,,,,,dmh36,564
4/6/12,,1,,,,,,,,,dmh37,565
4/7/12,,9,,,,,,,,,dmh38,566
4/8/12,,2,,,,,,,,,dmh39,567
4/9/12,,1,,,,,,,,,dmh4,568
4/10/12,,1,,,,,,,,,dmh40,569
4/11/12,,4,,,,,,,,,dmh41,570
4/12/12,,8,,,,,,,,,dmh42,571
4/13/12,,5,,,,,,,,,dmh43,572
4/14/12,,1,,,,,,,,,dmh44,573
4/15/12,,1,,,,,,,,,dmh45,574
4/16/12,,2,,,,,,,,,dmh46,575
4/17/12,,0,,,,,,,,,dmh47,576
4/18/12,,2,,,,,,,,,dmh48,577
4/19/12,,1,,,,,,,,,dmh49,578
4/20/12,,1,,,,,,,,,dmh5,579
4/21/12,,3,,,,,,,,,dmh6,580
4/22/12,,1,,,,,,,,,dmh7,581
4/23/12,,0,,,,,,,,,dmh8,582
4/24/12,,2,,,,,,,,,dmh9,583
4/25/12,,0,,,,,,,,,irish1,584
4/26/12,,4,,,,,,,,,irish14,585
4/27/12,,2,,,,,,,,,irish17,586
4/28/12,,1,,,,,,,,,irish2,587
4/29/12,,0,,,,,,,,,irish20,588
4/30/12,,0,,,,,,,,,irish21,589
5/1/12,,1,,,,,,,,,irish25,590
5/2/12,,1,,,,,,,,,irish27,591
5/3/12,,5,,,,,,,,,irish29,592
5/4/12,,4,,,,,,,,,irish30,593
5/5/12,,0,,,,,,,,,irish31,594
5/6/12,,1,,,,,,,,,irish35,595
5/7/12,,0,,,,,,,,,irish36,596
5/8/12,,0,,,,,,,,,irish5,597
5/9/12,,0,,,,,,,,,irish50,598
5/10/12,,1,,,,,,,,,irish52,599
5/11/12,,0,,,,,,,,,irish56,600
5/12/12,,0,,,,,,,,,irish58,601
5/13/12,,0,,,,,,,,,irish67,602
5/14/12,,4,,,,,,,,,irish69,603
5/15/12,,1,,,,,,,,,irish7,604
5/16/12,,1,,,,,,,,,irish73,605
5/17/12,,3,,,,,,,,,irish75,606
5/18/12,,0,,,,,,,,,irish9,607
5/19/12,,3,,,,,,,,,jcb23,608
5/20/12,,3,,,,,,,,,jlp1,609
5/21/12,,4,,,,,,,,,jlp10,610
5/22/12,,0,,,,,,,,,jlp1001,611
5/23/12,,0,,,,,,,,,jlp1002,612
5/24/12,,2,,,,,,,,,jlp1003,613
5/25/12,,8,,,,,,,,,jlp1004,614
5/26/12,,2,,,,,,,,,jlp1005,615
5/27/12,,1,,,,,,,,,jlp1006,616
5/28/12,,5,,,,,,,,,jlp1007,617
5/29/12,,1,,,,,,,,,jlp1008,618
5/30/12,,1,,,,,,,,,jlp1009,619
5/31/12,,4,,,,,,,,,jlp1010,620
6/1/12,,0,,,,,,,,,jlp1011,621
6/2/12,,3,,,,,,,,,jlp1012,622
6/3/12,,3,,,,,,,,,jlp11,623
6/4/12,,1,,,,,,,,,jlp12,624
6/5/12,,2,,,,,,,,,jlp2,625
6/6/12,,0,,,,,,,,,jlp3,626
6/7/12,,0,,,,,,,,,jlp4,627
6/8/12,,2,,,,,,,,,jlp5,628
6/9/12,,3,,,,,,,,,jlp6,629
6/10/12,,0,,,,,,,,,jlp7,630
6/11/12,,1,,,,,,,,,jlp8,631
6/12/12,,3,,,,,,,,,jlp9,632
6/13/12,,1,,,,,,,,,mp13,633
6/14/12,,4,,,,,,,,,mp4,634
6/15/12,,1,,,,,,,,,MP5,635
6/16/12,,3,,,,,,,,,mp9,636
6/17/12,,2,,,,,,,,,NDFlag,637
6/18/12,,2,,,,,,,,,NDPan,638
6/19/12,,0,,,,,,,,,pan1,639
6/20/12,,0,,,,,,,,,pan100s,640
6/21/12,,1,,,,,,,,,pan11,641
6/22/12,,1,,,,,,,,,pan110s,642
6/23/12,,1,,,,,,,,,pan111s,643
6/24/12,,0,,,,,,,,,pan12s,644
6/25/12,,0,,,,,,,,,pan16s,645
6/26/12,,0,,,,,,,,,pan1s,646
6/27/12,,3,,,,,,,,,pan21,647
6/28/12,,1,,,,,,,,,pan23,648
6/29/12,,0,,,,,,,,,pan23s,649
6/30/12,,9,,,,,,,,,pan24s,650
7/1/12,,1,,,,,,,,,pan26s,651
7/2/12,,0,,,,,,,,,pan27,652
7/3/12,,0,,,,,,,,,pan27s,653
7/4/12,,1,,,,,,,,,pan28s,654
7/5/12,,1,,,,,,,,,pan29s,655
7/6/12,,0,,,,,,,,,pan2s,656
7/7/12,,0,,,,,,,,,pan3,657
7/8/12,,0,,,,,,,,,pan30,658
7/9/12,,3,,,,,,,,,pan30s,659
7/10/12,,2,,,,,,,,,pan31s,660
7/11/12,,5,,,,,,,,,pan32s,661
7/12/12,,1,,,,,,,,,pan33,662
7/13/12,,1,,,,,,,,,pan34,663
7/14/12,,2,,,,,,,,,pan35s,664
7/15/12,,1,,,,,,,,,pan36s,665
7/16/12,,0,,,,,,,,,pan37s,666
7/17/12,,0,,,,,,,,,pan38s,667
7/18/12,,2,,,,,,,,,pan3s,668
7/19/12,,3,,,,,,,,,pan4,669
7/20/12,,1,,,,,,,,,pan40,670
7/21/12,,0,,,,,,,,,pan40s,671
7/22/12,,5,,,,,,,,,pan43s,672
7/23/12,,3,,,,,,,,,pan44s,673
7/24/12,,10,,,,,,,,,pan47,674
7/25/12,,3,,,,,,,,,pan51,675
7/26/12,,0,,,,,,,,,pan52s,676
7/27/12,,0,,,,,,,,,pan54,677
7/28/12,,0,,,,,,,,,pan55,678
7/29/12,,0,,,,,,,,,pan56,679
7/30/12,,0,,,,,,,,,pan57,680
7/31/12,,0,,,,,,,,,pan58,681
8/1/12,,3,,,,,,,,,pan59,682
8/2/12,,5,,,,,,,,,pan6,683
8/3/12,,0,,,,,,,,,pan60,684
8/4/12,,0,,,,,,,,,pan63,685
8/5/12,,1,,,,,,,,,pan64,686
8/6/12,,0,,,,,,,,,pan67,687
8/7/12,,1,,,,,,,,,pan68,688
8/8/12,,0,,,,,,,,,pan69,689
8/9/12,,1,,,,,,,,,pan70,690
8/10/12,,0,,,,,,,,,pan71,691
8/11/12,,0,,,,,,,,,pan72,692
8/12/12,,1,,,,,,,,,pan73,693
8/13/12,,0,,,,,,,,,pan74,694
8/14/12,,9,,,,,,,,,pan75,695
8/15/12,,0,,,,,,,,,pan76,696
8/16/12,,0,,,,,,,,,pan77,697
8/17/12,,0,,,,,,,,,pan7s,698
8/18/12,,4,,,,,,,,,pan8,699
8/19/12,,0,,,,,,,,,panbw100s,700
8/20/12,,1,,,,,,,,,panbw10s,701
8/21/12,,0,,,,,,,,,panbw11,702
8/22/12,,3,,,,,,,,,panbw12,703
8/23/12,,2,,,,,,,,,panbw13,704
8/24/12,,3,,,,,,,,,panbw14,705
8/25/12,,1,,,,,,,,,panbw15s,706
8/26/12,,1,,,,,,,,,panbw16,707
8/27/12,,6,,,,,,,,,panbw17,708
8/28/12,,2,,,,,,,,,panbw18,709
8/29/12,,12,,,,,,,,,panbw18s,710
8/30/12,,1,,,,,,,,,panbw19,711
8/31/12,,2,,,,,,,,,panbw2,712
9/1/12,,4,,,,,,,,,panbw25s,713
9/2/12,,1,,,,,,,,,panbw30,714
9/3/12,,9,,,,,,,,,panbw5,715
9/4/12,,3,,,,,,,,,panbw51s,716
9/5/12,,3,,,,,,,,,panbw8,717
9/6/12,,1,,,,,,,,,panbw9s,718
9/7/12,,1,,,,,,,,,vint1,719
9/8/12,,4,,,,,,,,,vint12,720
9/9/12,,0,,,,,,,,,vint13,721
9/10/12,,6,,,,,,,,,vint14,722
9/11/12,,4,,,,,,,,,vint15,723
9/12/12,,1,,,,,,,,,vint16,724
9/13/12,,4,,,,,,,,,vint17,725
9/14/12,,9,,,,,,,,,vint18,726
9/15/12,,0,,,,,,,,,vint19,727
9/16/12,,3,,,,,,,,,vint2,728
9/17/12,,3,,,,,,,,,vint20,729
9/18/12,,2,,,,,,,,,vint21,730
9/19/12,,2,,,,,,,,,vint22,731
9/20/12,,8,,,,,,,,,vint23,732
9/21/12,,1,,,,,,,,,vint24,733
9/22/12,,0,,,,,,,,,vint25,734
9/23/12,,0,,,,,,,,,vint27,735
9/24/12,,1,,,,,,,,,vint28,736
9/25/12,,1,,,,,,,,,vint29,737
9/26/12,,3,,,,,,,,,vint3,738
9/27/12,,1,,,,,,,,,vint30,739
9/28/12,,0,,,,,,,,,vint31,740
9/29/12,,0,,,,,,,,,vint32,741
9/30/12,,3,,,,,,,,,vint33,742
10/1/12,,1,,,,,,,,,vint34,743
10/2/12,,4,,,,,,,,,vint35,744
10/3/12,,1,,,,,,,,,vint36,745
10/4/12,,2,,,,,,,,,vint37,746
10/5/12,,2,,,,,,,,,vint38,747
10/6/12,,0,,,,,,,,,vint39,748
10/7/12,,2,,,,,,,,,vint40,749
10/8/12,,1,,,,,,,,,vint41,750
10/9/12,,2,,,,,,,,,vint42,751
10/10/12,,0,,,,,,,,,vint43,752
10/11/12,,5,,,,,,,,,vint44,753
10/12/12,,2,,,,,,,,,vint45,754
10/13/12,,1,,,,,,,,,vint46,755
10/14/12,,0,,,,,,,,,vint47,756
10/15/12,,2,,,,,,,,,vint48,757
10/16/12,,0,,,,,,,,,vint49,758
10/17/12,,0,,,,,,,,,vint50,759
10/18/12,,2,,,,,,,,,vint51,760
10/19/12,,2,,,,,,,,,vint52,761
10/20/12,,0,,,,,,,,,vint7,762
10/21/12,,2,,,,,,,,,vint9,763
10/22/12,,0,,,,,,,,,,
10/23/12,,0,,,,,,,,,,
10/24/12,,1,,,,,,,,,,
10/25/12,,5,,,,,,,,,,
10/26/12,,4,,,,,,,,,,
10/27/12,,0,,,,,,,,,,
10/28/12,,1,,,,,,,,,,
10/29/12,,1,,,,,,,,,,
10/30/12,,6,,,,,,,,,,
10/31/12,,2,,,,,,,,,,
11/1/12,,5,,,,,,,,,,
11/2/12,,6,,,,,,,,,,
11/3/12,,1,,,,,,,,,,
11/4/12,,1,,,,,,,,,,
11/5/12,,2,,,,,,,,,,
11/6/12,,1,,,,,,,,,,
11/7/12,,0,,,,,,,,,,
11/8/12,,0,,,,,,,,,,
11/9/12,,2,,,,,,,,,,
11/10/12,,0,,,,,,,,,,
11/11/12,,6,,,,,,,,,,
11/12/12,,10,,,,,,,,,,
11/13/12,,1,,,,,,,,,,
11/14/12,,4,,,,,,,,,,
11/15/12,,1,,,,,,,,,,
11/16/12,,5,,,,,,,,,,
11/17/12,,2,,,,,,,,,,
11/18/12,,2,,,,,,,,,,
11/19/12,,4,,,,,,,,,,
11/20/12,,1,,,,,,,,,,
11/21/12,,2,,,,,,,,,,
11/22/12,,5,,,,,,,,,,
11/23/12,,18,,,,,,,,,,
11/24/12,,9,,,,,,,,,,
11/25/12,,6,,,,,,,,,,
11/26/12,,12,,,,,,,,,,
11/27/12,,5,,,,,,,,,,
11/28/12,,3,,,,,,,,,,
11/29/12,,4,,,,,,,,,,
11/30/12,,3,,,,,,,,,,
12/1/12,,2,,,,,,,,,,
12/2/12,,9,,,,,,,,,,
12/3/12,,2,,,,,,,,,,
12/4/12,,3,,,,,,,,,,
12/5/12,,3,,,,,,,,,,
12/6/12,,4,,,,,,,,,,
12/7/12,,3,,,,,,,,,,
12/8/12,,2,,,,,,,,,,
12/9/12,,18,,,,,,,,,,
12/10/12,,16,,,,,,,,,,
12/11/12,,16,,,,,,,,,,
12/12/12,,17,,,,,,,,,,
12/13/12,,4,,,,,,,,,,
12/14/12,,6,,,,,,,,,,
12/15/12,,3,,,,,,,,,,
12/16/12,,5,,,,,,,,,,
12/17/12,,10,,,,,,,,,,
12/18/12,,12,,,,,,,,,,
12/19/12,,1,,,,,,,,,,
12/20/12,,9,,,,,,,,,,
12/21/12,,2,,,,,,,,,,
12/22/12,,1,,,,,,,,,,
12/23/12,,4,,,,,,,,,,
12/24/12,,1,,,,,,,,,,
12/25/12,,3,,,,,,,,,,
12/26/12,,1,,,,,,,,,,
12/27/12,,5,,,,,,,,,,
12/28/12,,5,,,,,,,,,,
12/29/12,,5,,,,,,,,,,
12/30/12,,4,,,,,,,,,,
12/31/12,,5,,,,,,,,,,
1/1/13,,1,,,,,,,,,,
1/2/13,,3,,,,,,,,,,
1/3/13,,4,,,,,,,,,,
1/4/13,,1,,,,,,,,,,
1/5/13,,1,,,,,,,,,,
1/6/13,,0,,,,,,,,,,
1/7/13,,0,,,,,,,,,,
1/8/13,,0,,,,,,,,,,
1/9/13,,6,,,,,,,,,,
1/10/13,,5,,,,,,,,,,
1/11/13,,1,,,,,,,,,,
1/12/13,,3,,,,,,,,,,
1/13/13,,1,,,,,,,,,,
1/14/13,,0,,,,,,,,,,
1/15/13,,1,,,,,,,,,,
1/16/13,,0,,,,,,,,,,
1/17/13,,2,,,,,,,,,,
1/18/13,,1,,,,,,,,,,
1/19/13,,1,,,,,,,,,,
1/20/13,,2,,,,,,,,,,
1/21/13,,0,,,,,,,,,,
1/22/13,,0,,,,,,,,,,
1/23/13,,0,,,,,,,,,,
1/24/13,,1,,,,,,,,,,
1/25/13,,0,,,,,,,,,,
1/26/13,,0,,,,,,,,,,
1/27/13,,5,,,,,,,,,,
1/28/13,,1,,,,,,,,,,
1/29/13,,1,,,,,,,,,,
1/30/13,,6,,,,,,,,,,
1/31/13,,3,,,,,,,,,,
2/1/13,,0,,,,,,,,,,
2/2/13,,1,,,,,,,,,,
2/3/13,,2,,,,,,,,,,
2/4/13,,4,,,,,,,,,,
2/5/13,,5,,,,,,,,,,
2/6/13,,2,,,,,,,,,,
2/7/13,,2,,,,,,,,,,
2/8/13,,3,,,,,,,,,,
2/9/13,,0,,,,,,,,,,
2/10/13,,1,,,,,,,,,,
2/11/13,,1,,,,,,,,,,
2/12/13,,1,,,,,,,,,,
2/13/13,,2,,,,,,,,,,
2/14/13,,2,,,,,,,,,,
2/15/13,,2,,,,,,,,,,
2/16/13,,3,,,,,,,,,,
2/17/13,,2,,,,,,,,,,
2/18/13,,1,,,,,,,,,,
2/19/13,,0,,,,,,,,,,
2/20/13,,0,,,,,,,,,,
2/21/13,,1,,,,,,,,,,
2/22/13,,2,,,,,,,,,,
2/23/13,,2,,,,,,,,,,
2/24/13,,1,,,,,,,,,,
2/25/13,,1,,,,,,,,,,
2/26/13,,0,,,,,,,,,,
2/27/13,,5,,,,,,,,,,
2/28/13,,3,,,,,,,,,,
3/1/13,,1,,,,,,,,,,
3/2/13,,2,,,,,,,,,,
3/3/13,,0,,,,,,,,,,
3/4/13,,0,,,,,,,,,,
3/5/13,,0,,,,,,,,,,
3/6/13,,3,,,,,,,,,,
3/7/13,,0,,,,,,,,,,
3/8/13,,0,,,,,,,,,,
3/9/13,,4,,,,,,,,,,
3/10/13,,1,,,,,,,,,,
3/11/13,,2,,,,,,,,,,
3/12/13,,0,,,,,,,,,,
3/13/13,,2,,,,,,,,,,
3/14/13,,1,,,,,,,,,,
3/15/13,,0,,,,,,,,,,
3/16/13,,1,,,,,,,,,,
3/17/13,,3,,,,,,,,,,
3/18/13,,0,,,,,,,,,,
3/19/13,,0,,,,,,,,,,
3/20/13,,1,,,,,,,,,,
3/21/13,,1,,,,,,,,,,
3/22/13,,3,,,,,,,,,,
3/23/13,,1,,,,,,,,,,
3/24/13,,1,,,,,,,,,,
3/25/13,,2,,,,,,,,,,
3/26/13,,7,,,,,,,,,,
3/27/13,,2,,,,,,,,,,
3/28/13,,0,,,,,,,,,,
3/29/13,,0,,,,,,,,,,
3/30/13,,1,,,,,,,,,,
3/31/13,,2,,,,,,,,,,
4/1/13,,1,,,,,,,,,,
4/2/13,,0,,,,,,,,,,
4/3/13,,2,,,,,,,,,,
4/4/13,,1,,,,,,,,,,
4/5/13,,2,,,,,,,,,,
4/6/13,,0,,,,,,,,,,
4/7/13,,1,,,,,,,,,,
4/8/13,,1,,,,,,,,,,
4/9/13,,2,,,,,,,,,,
4/10/13,,8,,,,,,,,,,
4/11/13,,0,,,,,,,,,,
4/12/13,,3,,,,,,,,,,
4/13/13,,0,,,,,,,,,,
4/14/13,,2,,,,,,,,,,
4/15/13,,0,,,,,,,,,,
4/16/13,,5,,,,,,,,,,
4/17/13,,0,,,,,,,,,,
4/18/13,,2,,,,,,,,,,
4/19/13,,0,,,,,,,,,,
4/20/13,,0,,,,,,,,,,
4/21/13,,5,,,,,,,,,,
4/22/13,,4,,,,,,,,,,
4/23/13,,0,,,,,,,,,,
4/24/13,,2,,,,,,,,,,
4/25/13,,4,,,,,,,,,,
4/26/13,,0,,,,,,,,,,
4/27/13,,0,,,,,,,,,,
4/28/13,,0,,,,,,,,,,
4/29/13,,2,,,,,,,,,,
4/30/13,,0,,,,,,,,,,
5/1/13,,1,,,,,,,,,,
5/2/13,,8,,,,,,,,,,
5/3/13,,3,,,,,,,,,,
5/4/13,,0,,,,,,,,,,
5/5/13,,0,,,,,,,,,,
5/6/13,,0,,,,,,,,,,
5/7/13,,0,,,,,,,,,,
5/8/13,,0,,,,,,,,,,
5/9/13,,3,,,,,,,,,,
5/10/13,,3,,,,,,,,,,
5/11/13,,0,,,,,,,,,,
5/12/13,,2,,,,,,,,,,
5/13/13,,1,,,,,,,,,,
5/14/13,,1,,,,,,,,,,
5/15/13,,3,,,,,,,,,,
5/16/13,,0,,,,,,,,,,
5/17/13,,1,,,,,,,,,,
5/18/13,,1,,,,,,,,,,
5/19/13,,0,,,,,,,,,,
5/20/13,,0,,,,,,,,,,
5/21/13,,2,,,,,,,,,,
5/22/13,,12,,,,,,,,,,
5/23/13,,1,,,,,,,,,,
5/24/13,,2,,,,,,,,,,
5/25/13,,1,,,,,,,,,,
5/26/13,,1,,,,,,,,,,
5/27/13,,0,,,,,,,,,,
5/28/13,,3,,,,,,,,,,
5/29/13,,3,,,,,,,,,,
5/30/13,,3,,,,,,,,,,
5/31/13,,0,,,,,,,,,,
6/1/13,,3,,,,,,,,,,
6/2/13,,2,,,,,,,,,,
6/3/13,,3,,,,,,,,,,
6/4/13,,6,,,,,,,,,,
6/5/13,,4,,,,,,,,,,
6/6/13,,2,,,,,,,,,,
6/7/13,,6,,,,,,,,,,
6/8/13,,4,,,,,,,,,,
6/9/13,,0,,,,,,,,,,
6/10/13,,3,,,,,,,,,,
6/11/13,,2,,,,,,,,,,
6/12/13,,4,,,,,,,,,,
6/13/13,,5,,,,,,,,,,
6/14/13,,0,,,,,,,,,,
6/15/13,,1,,,,,,,,,,
6/16/13,,0,,,,,,,,,,
6/17/13,,4,,,,,,,,,,
6/18/13,,4,,,,,,,,,,
6/19/13,,2,,,,,,,,,,
6/20/13,,1,,,,,,,,,,
6/21/13,,1,,,,,,,,,,
6/22/13,,3,,,,,,,,,,
6/23/13,,3,,,,,,,,,,
6/24/13,,5,,,,,,,,,,
6/25/13,,1,,,,,,,,,,
6/26/13,,2,,,,,,,,,,
6/27/13,,7,,,,,,,,,,
6/28/13,,5,,,,,,,,,,
6/29/13,,2,,,,,,,,,,
6/30/13,,1,,,,,,,,,,
7/1/13,,5,,,,,,,,,,
7/2/13,,4,,,,,,,,,,
7/3/13,,4,,,,,,,,,,
7/4/13,,2,,,,,,,,,,
7/5/13,,2,,,,,,,,,,
7/6/13,,2,,,,,,,,,,
7/7/13,,4,,,,,,,,,,
7/8/13,,3,,,,,,,,,,
7/9/13,,1,,,,,,,,,,
7/10/13,,1,,,,,,,,,,
7/11/13,,6,,,,,,,,,,
7/12/13,,0,,,,,,,,,,
7/13/13,,1,,,,,,,,,,
7/14/13,,1,,,,,,,,,,
7/15/13,,5,,,,,,,,,,
7/16/13,,3,,,,,,,,,,
7/17/13,,6,,,,,,,,,,
7/18/13,,0,,,,,,,,,,
7/19/13,,5,,,,,,,,,,
7/20/13,,2,,,,,,,,,,
7/21/13,,1,,,,,,,,,,
7/22/13,,0,,,,,,,,,,
7/23/13,,0,,,,,,,,,,
7/24/13,,4,,,,,,,,,,
7/25/13,,1,,,,,,,,,,
7/26/13,,0,,,,,,,,,,
7/27/13,,2,,,,,,,,,,
7/28/13,,1,,,,,,,,,,
7/29/13,,9,,,,,,,,,,
7/30/13,,0,,,,,,,,,,
7/31/13,,4,,,,,,,,,,
8/1/13,,0,,,,,,,,,,
8/2/13,,1,,,,,,,,,,
8/3/13,,2,,,,,,,,,,
8/4/13,,2,,,,,,,,,,
8/5/13,,2,,,,,,,,,,
8/6/13,,1,,,,,,,,,,
8/7/13,,1,,,,,,,,,,
8/8/13,,2,,,,,,,,,,
8/9/13,,1,,,,,,,,,,
8/10/13,,0,,,,,,,,,,
8/11/13,,0,,,,,,,,,,
8/12/13,,0,,,,,,,,,,
8/13/13,,0,,,,,,,,,,
8/14/13,,1,,,,,,,,,,
8/15/13,,0,,,,,,,,,,
8/16/13,,0,,,,,,,,,,
8/17/13,,1,,,,,,,,,,
8/18/13,,4,,,,,,,,,,
8/19/13,,2,,,,,,,,,,
8/20/13,,1,,,,,,,,,,
8/21/13,,2,,,,,,,,,,
8/22/13,,0,,,,,,,,,,
8/23/13,,2,,,,,,,,,,
8/24/13,,0,,,,,,,,,,
8/25/13,,0,,,,,,,,,,
8/26/13,,0,,,,,,,,,,
8/27/13,,3,,,,,,,,,,
8/28/13,,3,,,,,,,,,,
8/29/13,,1,,,,,,,,,,
8/30/13,,3,,,,,,,,,,
8/31/13,,4,,,,,,,,,,
9/1/13,,4,,,,,,,,,,
9/2/13,,11,,,,,,,,,,
9/3/13,,3,,,,,,,,,,
9/4/13,,3,,,,,,,,,,
9/5/13,,6,,,,,,,,,,
9/6/13,,6,,,,,,,,,,
9/7/13,,4,,,,,,,,,,
9/8/13,,3,,,,,,,,,,
9/9/13,,2,,,,,,,,,,
9/10/13,,3,,,,,,,,,,
9/11/13,,0,,,,,,,,,,
9/12/13,,3,,,,,,,,,,
9/13/13,,2,,,,,,,,,,
9/14/13,,1,,,,,,,,,,
9/15/13,,0,,,,,,,,,,
9/16/13,,3,,,,,,,,,,
9/17/13,,1,,,,,,,,,,
9/18/13,,1,,,,,,,,,,
9/19/13,,2,,,,,,,,,,
9/20/13,,1,,,,,,,,,,
9/21/13,,0,,,,,,,,,,
9/22/13,,0,,,,,,,,,,
9/23/13,,0,,,,,,,,,,
9/24/13,,10,,,,,,,,,,
9/25/13,,2,,,,,,,,,,
9/26/13,,0,,,,,,,,,,
9/27/13,,1,,,,,,,,,,
9/28/13,,1,,,,,,,,,,
9/29/13,,0,,,,,,,,,,
9/30/13,,8,,,,,,,,,,
10/1/13,,0,,,,,,,,,,
10/2/13,,0,,,,,,,,,,
10/3/13,,0,,,,,,,,,,
10/4/13,,0,,,,,,,,,,
10/5/13,,2,,,,,,,,,,
10/6/13,,3,,,,,,,,,,
10/7/13,,2,,,,,,,,,,
10/8/13,,5,,,,,,,,,,
10/9/13,,2,,,,,,,,,,
10/10/13,,0,,,,,,,,,,
10/11/13,,3,,,,,,,,,,
10/12/13,,0,,,,,,,,,,
10/13/13,,0,,,,,,,,,,
10/14/13,,1,,,,,,,,,,
10/15/13,,1,,,,,,,,,,
10/16/13,,3,,,,,,,,,,
10/17/13,,1,,,,,,,,,,
10/18/13,,0,,,,,,,,,,
10/19/13,,2,,,,,,,,,,
10/20/13,,0,,,,,,,,,,
10/21/13,,0,,,,,,,,,,
10/22/13,,1,,,,,,,,,,
10/23/13,,3,,,,,,,,,,
10/24/13,,1,,,,,,,,,,
10/25/13,,1,,,,,,,,,,
10/26/13,,0,,,,,,,,,,
10/27/13,,1,,,,,,,,,,
10/28/13,,1,,,,,,,,,,
10/29/13,,3,,,,,,,,,,
10/30/13,,4,,,,,,,,,,
10/31/13,,4,,,,,,,,,,
11/1/13,,0,,,,,,,,,,
11/2/13,,0,,,,,,,,,,
11/3/13,,2,,,,,,,,,,
11/4/13,,0,,,,,,,,,,
11/5/13,,1,,,,,,,,,,
11/6/13,,2,,,,,,,,,,
11/7/13,,1,,,,,,,,,,
11/8/13,,0,,,,,,,,,,
11/9/13,,5,,,,,,,,,,
11/10/13,,4,,,,,,,,,,
11/11/13,,2,,,,,,,,,,
11/12/13,,6,,,,,,,,,,
11/13/13,,1,,,,,,,,,,
11/14/13,,2,,,,,,,,,,
11/15/13,,0,,,,,,,,,,
11/16/13,,0,,,,,,,,,,
11/17/13,,1,,,,,,,,,,
11/18/13,,0,,,,,,,,,,
11/19/13,,9,,,,,,,,,,
11/20/13,,4,,,,,,,,,,
11/21/13,,5,,,,,,,,,,
11/22/13,,1,,,,,,,,,,
11/23/13,,1,,,,,,,,,,
11/24/13,,2,,,,,,,,,,
11/25/13,,4,,,,,,,,,,
11/26/13,,4,,,,,,,,,,
11/27/13,,2,,,,,,,,,,
11/28/13,,1,,,,,,,,,,
11/29/13,,3,,,,,,,,,,
11/30/13,,2,,,,,,,,,,
12/1/13,,4,,,,,,,,,,
12/2/13,,7,,,,,,,,,,
12/3/13,,11,,,,,,,,,,
12/4/13,,13,,,,,,,,,,
12/5/13,,9,,,,,,,,,,
12/6/13,,5,,,,,,,,,,
12/7/13,,13,,,,,,,,,,
12/8/13,,8,,,,,,,,,,
12/9/13,,14,,,,,,,,,,
12/10/13,,9,,,,,,,,,,
12/11/13,,9,,,,,,,,,,
12/12/13,,13,,,,,,,,,,
12/13/13,,12,,,,,,,,,,
12/14/13,,9,,,,,,,,,,
12/15/13,,13,,,,,,,,,,
12/16/13,,17,,,,,,,,,,
12/17/13,,17,,,,,,,,,,
12/18/13,,13,,,,,,,,,,
12/19/13,,12,,,,,,,,,,
12/20/13,,3,,,,,,,,,,
12/21/13,,2,,,,,,,,,,
12/22/13,,5,,,,,,,,,,
12/23/13,,5,,,,,,,,,,
12/24/13,,4,,,,,,,,,,
12/25/13,,0,,,,,,,,,,
12/26/13,,1,,,,,,,,,,
12/27/13,,1,,,,,,,,,,
12/28/13,,0,,,,,,,,,,
12/29/13,,3,,,,,,,,,,
12/30/13,,2,,,,,,,,,,
12/31/13,,3,,,,,,,,,,
1/1/14,,8,,,,,,,,,,
1/2/14,,1,,,,,,,,,,
1/3/14,,4,,,,,,,,,,
1/4/14,,0,,,,,,,,,,
1/5/14,,1,,,,,,,,,,
1/6/14,,2,,,,,,,,,,
1/7/14,,1,,,,,,,,,,
1/8/14,,0,,,,,,,,,,
1/9/14,,0,,,,,,,,,,
1/10/14,,0,,,,,,,,,,
1/11/14,,1,,,,,,,,,,
1/12/14,,2,,,,,,,,,,
1/13/14,,0,,,,,,,,,,
1/14/14,,1,,,,,,,,,,
1/15/14,,0,,,,,,,,,,
1/16/14,,0,,,,,,,,,,
1/17/14,,0,,,,,,,,,,
